career,profile
Senior Account Executive,"Senior Account Executive
Requirement(s) : Candidate must possess at least Bachelor's Degree in Advertising/Media or equivalent. Required language(s): Bahasa Indonesia &amp;...
nan"
Senior Account Executive,"Senior Account Executive
Job Description: lead Account Executive team Interact with prospects via email, live web chat, calls, and provide the required information by...
Remote working,Healty Insurrance,Personal Development Program"
Senior Account Executive,"Senior Account Executive
Lulusan D3/S1 jurusan Teknologi Informasi, Marketing, Bisnis Administrasi, dan Management. Usia Max 30 tahun Menguasai Microsoft Office (Word, Power...
Insentif tak terbatas dan jenjang karir yang luas."
Senior Account Executive,"Senior Account Executive
Senior Account ExecutiveDeskripsi pekerjaan : 1. Bertanggungjawab terhadap pencapaian target iklan melalui penjualan:- Space iklan di aset-aset...
Reimbursement"
Senior Account Executive,"Senior Account Executive
Senior Account ExecutiveDeskripsi pekerjaan : 1. Bertanggungjawab terhadap pencapaian target iklan melalui penjualan:- Space iklan di aset-aset...
Reimbursement"
Senior Account Executive,"Senior Account Executive
Senior Account ExecutiveDeskripsi pekerjaan : 1. Bertanggungjawab terhadap pencapaian target iklan melalui penjualan:- Space iklan di aset-aset...
Reimbursement"
Senior Account Executive,"Senior Account Executive
Serve as the lead point of contact for all customer account management matters Build and maintain strong, long-lasting client relationships Negotiate...
nan"
Senior Account Executive,"Senior Account Executive
Usia minimal 30 tahun Pendidikan minimal S-1 semua jurusan Pengalaman minimal 5 tahun sebagai sales Memiliki minat dan pengetahuan mengenai People...
nan"
Senior Account Executive,"Senior Account Executive
Lulusan D3/S1 jurusan Teknologi Informasi, Marketing, Bisnis Administrasi, dan Management. Usia Max 30 tahun Menguasai Microsoft Office (Word, Power...
Insentif tak terbatas dan jenjang karir yang luas."
Senior Account Executive,"Senior Account Executive
Job Description: lead Account Executive team Interact with prospects via email, live web chat, calls, and provide the required information by...
Remote working,Healty Insurrance,Personal Development Program"
Senior Account Executive,"Senior Account Executive
Account Management is responsible to assist our Business Development team in order to close the pitch, work closely with Brand and Agency in order to...
nan"
Design Grafis,"Design Grafis
Tugas &amp; Tanggungjawab : Membuat Design yang Komunikatif dan mudah untuk dipahami dari tampilan visualnya Membuat Visual untuk Media sosial dan...
nan"
Design Grafis,"Design Grafis
Berpikir kreatif untuk menghasilkan ide-ide dan konsep-konsep baru dan mengembangkan desain interaktif Mempresentasikan ide dan konsep yang telah...
nan"
Design Grafis,"Design Grafis
Kualifikasi: Pendidikan Minimal SMA/SMK (didahulukan Jurusan Multimedia Atau Sejenisnya) Dapat Mengaplikasikan Software Design seperti : Corel Draw,...
nan"
Design Grafis,"Design Grafis
Posisi Design Grafis untuk perusahaan training pendidikan dan pelatihanBerlokasi di Kebayoran Baru Jakart SelatanKualifikasi: Menguasai semua program...
nan"
Design Grafis,"Design Grafis
Kriteria : Lulusan D3/S1 Umur maksimal 30 tahun Detail Oriented Mampu membuat 3D still ataupun bergerak Menguasai kemampuan Retouching Aplikasi Adobe...
nan"
Design Grafis,"Design Grafis
Job Specifications Domiciled in Bali Have experience min. 1-2 years in related field. (Fresh Graduate are welcome) Strong in photoshop and illustrator...
nan"
Design Grafis,"Design Grafis
Create, reviewing, editing, and updating content for websites, blogs, marketing materials, and other platforms. Assisting the seller team with the...
nan"
Design Grafis,"Design Grafis
Kualifikasi: Pendidikan Diploma atau Sarjana jurusan Desain Komunikasi Visual, Multi media atau setara.  Fresh graduate dipersilahkan melamar...
nan"
Design Grafis,"Design Grafis
Kualifikasi : Lebih diutamakan berpengalaman  Usia maksimal 30 thn Jujur tanggung jawab dan memiliki semangat kerja tinggi Menguasai setting dsgn...
nan"
Design Grafis,"Design Grafis
1. Menguasai corel draw, photoshop, adobe illustrator2. Usia maksimal 40 tahun3. Domisili Surabaya4. Memiliki kendaraan sendiri5. Memiliki komunikasi...
nan"
Design Grafis,"Design Grafis
Kualifikasi: Maksimal usia 30 Tahun Kreatif Wajib mengusai photoshop Teliti,Cekatan,Jujur Memiliki kesehatan mata yang baik Pernah bekerja di bidang...
nan"
Design Grafis,"Design Grafis
Kualifikasi : Pendidikan Minimal D3 Design Grafis Memiliki Pengalaman Minimal 1 tahun Kreatif, Innovative Mampu bekerja di bawah tekanan dan...
nan"
Design Grafis,"Design Grafis
Persyaratan : Usia Maksimal 29 tahun Pendidikan Minimal S1 Seni / Design /Multimedia / DKV. Memiliki Minimal Pengalaman 1 Tahun atau 2 Tahun di Bidang...
nan"
Design Grafis,"Design Grafis
WE'ARE HIRINGDESIGN GRAFISKUALIFIKASI :UMUM : Usia 23-30 Tahun Memiliki pengalaman dalam pembuatan dan Editing Videography dan Fotography minimal 1...
nan"
Design Grafis,"Design Grafis
Mendesign semua konten dan kebutuhan perusahaan, baik itu gambar, Foto maupun Vidio. Melakukan proses editiing untuk semua konten dan kebutuhan...
nan"
Design Grafis,"Design Grafis
Kualifikasi: Pendidikan minimal SMK/Diploma/S1 Design Grafis Pengalaman minimal 2 tahun Memiliki pengalaman Desain Grafis Dapat Mengoperasikan...
nan"
Design Grafis,"Design Grafis
Kualifikasi: Pendidikan minimal SMK/Diploma/S1 Design Grafis Pengalaman minimal 2 tahun Memiliki pengalaman Desain Grafis khususnya Percetakan Label...
nan"
Design Grafis,"Design Grafis
Membuat desain website Membuat desain katalog product Membuat desain banner Editing video Editing video berupa animasi NB : Wajib melampirkan hasil...
nan"
Design Grafis,"Design Grafis
Keuntungan Positive working environment Attractive remuneration package Carrer Advancement Kualifikasi Candidate must possess at least Bachelor's...
nan"
Design Grafis,"Design Grafis
PT. Alpha Altitude Paper adalah perusahaan modal asing yang bergerak di bidang carton box dan carton sheet. Saat ini tumbuh dan berkembang pesat...
Jenjang karier dan bonus prestasi"
Sales Specialist,"Sales Specialist
Recommended Skills Create Sale Plan Market Trend Customer Service Customer Relationship Management Sales Management Regional Sales  -
nan"
Sales Specialist,"Sales Specialist
Our clients, Trading company for Kitchen set and also general lifestyle product, are looking for Sales Specialist in Jakarta area. Requirements: With...
nan"
Sales Specialist,"Sales Specialist
Qualifications: Maximum 35 years old. Candidate must possess at least Diploma's Degree in any field. At least 1 Year(s) of working experience in Sales...
nan"
Sales Specialist,"Sales Specialist
Job Description: Bertanggung jawab atas penjualan Produk - Produk Gmedia Melakukan kunjungan ke calon-calon clien Melakukan telemarketing Membuat...
Insentif penjualan,Tunjangan Kesehatan (BPJS Kesehatan dan BPJS Ketenagakerjaan),Bonus tahunan"
Sales Specialist,"Sales Specialist
Our client Retail Distributor Company located in Sudirman - Jakarta is looking for Sales Specialist. Kindly see the post below : [Requirements] At...
nan"
Sales Specialist,"Sales Specialist
If you desire to be part of something special, to be part of a winning team, to be part of a fun team – winning is fun. We are looking forward to a...
Known brand in the industry,Opportunity to work independently and autonomity,5 globally known filtration companies"
Sales Specialist,"Sales Specialist
Requirements·      Minimum education bachelor’s degree in Any Major·      At least 2 (two) years experience as Sales / Marketing B to B in the service...
nan"
Sales Specialist,"Sales Specialist
Kualifikasi: Usia maksimal 35 tahun Diutamakan berpengalaman diperusahaan Distributor FMCG minimal 1 tahun. Mempunyai pengalaman kerja di bidang Sales...
nan"
Sales Specialist,"Sales Specialist
Recommended Skills Create Sale Plan Market Trend Customer Service Customer Relationship Management Sales Management Regional Sales  -
nan"
Sales Specialist,"Sales Specialist
Kualifikasi: Berpenampilan Menarik &amp; Rapih Bisa Berkomunikasi Baik Suka Tantangan Pengalaman Kerja di Sales atau Marketing minimal 1 Tahun Minimal...
Gajih Pokok dan Variable Komisi.,Kompensasi selain gapok terdapat Asuransi dan BPJS Kesehatan,Untuk Komisi no limit, bisa menghasilkan komisi 50 jt ke atas"
Sales Specialist,"Sales Specialist
- Membangun hubungan yang baik dengan toko/outlet- Memastikan target penjualan dan target distribusi tercapai- Membaca dan menerjemahkan data, melihat...
nan"
Sales Specialist,"Sales Specialist
If you desire to be part of something special, to be part of a winning team, to be part of a fun team – winning is fun. We are looking forward to a...
Known brand in the industry,Opportunity to work independently and autonomity,5 globally known filtration companies"
Sales Specialist,"Sales Specialist
Qualifications: Maximum 35 years old. Candidate must possess at least Diploma's Degree in any field. At least 1 Year(s) of working experience in Sales...
nan"
Sales Specialist,"Sales Specialist
Job Description Responsible for issuing quotations and sales orders to customers Responsible for maintaining all inquiries, sales orders, complaints...
Insentif,BPJS"
Sales Specialist,"Sales Specialist
Job Responsibilities: Identify smaller opportunities in assigned accounts and close smaller transactions in named accounts in alignment with Sales...
Hybrid working arrangements"
Sales Specialist,"Sales Specialist
Job Descriptions : Identify and approach new potential clients or market Building and maintaining good business relationships with clients Prepare...
nan"
Sales Specialist,"Sales Specialist
Kami adalah Lumina Energy, perusahaan yang bergerak dalam bidang penjualan dan instalasi solar panel premium.Kami mencari tenaga sales untuk...
nan"
Sales Specialist,"Sales Specialist
Job Description Responsible for issuing quotations and sales orders to customers Responsible for maintaining all inquiries, sales orders, complaints...
Insentif,BPJS"
Sales Specialist,"Sales Specialist
Job Responsibilities: Identify smaller opportunities in assigned accounts and close smaller transactions in named accounts in alignment with Sales...
Hybrid working arrangements"
Sales Specialist,"Sales Specialist
Melakukan kunjungan/panggilan rutin, menerima pesanan, untuk mencapai target penjualan untuk bisnis/wilayah yang ditetapkan Menjalankan aktivitas...
nan"
Videographer,"Videographer
Energetic and artsy person, Strong working knowledge of video editing and sound editing, Understand and have the ability to use camera, control...
nan"
Videographer,"Videographer
Deskripsi Pekerjaan dan tanggung Jawab : Melakukan Shooting Video untuk kepentingan promosi Melakukan Video dan Sound Editing Membuat Story Board...
nan"
Videographer,"Videographer
Job Description• Take a brief to grasp production team's needs and specifications• Take videoshoots &amp;trim footage segments and put together the...
nan"
Videographer,"Videographer
Usia maksimal 30 tahun, Punya skil editing dan video, Aktif di social media, Memiliki Kreatifitas dan komunikasi yang baik.
nan"
Videographer,"Videographer
PT. Mong Kreasi Indonesia is a company engaged in the production of liquid vape. We are looking for a Photograper / Videographer.We are looking for...
Jenjang karir terbuka luas,Makan siang dari Perusahaan,Fleksibilitas"
Videographer,"Videographer
Kualifikasi: Usia Maksimal 30 Tahun dan Memiliki Pengalaman minimal 2 Tahun di bidang Videographer / Video Content Creator. Minimal Lulusan S1 Design...
nan"
Videographer,"Videographer
Requirements Having minimal. 1 year experience as Videographer Must Possess at least Diploma, Bachelor’s Degree in Film Production, Art/Design,...
nan"
Videographer,"Videographer
Tugas &amp; Tanggung jawab : Menguasai Adobe Premiere, After Effect dan sofware editing video lainnya dan kameramen Terbiasa membuat berbagai jenis...
nan"
Videographer,"Videographer
KUALIFIKASI: Berusia maksimal 30 tahun Pendidikan S1- DKV Kreatif, komunikatif dan bermotivasi tinggi Dapat bekerjasama dengan tim Memiliki pengalaman...
nan"
Videographer,"Videographer
Develop / produce video product Support activities and program related to video product development Maintain and update all product development record...
nan"
Videographer,"Videographer
Menguasai adobe Premier Pro, Pembuatan video dan Editing, Pembuatan Poster, Mampu bekerja dalam team maupun individu, Bisa bekerja dibawah tekanan.
nan"
Videographer,"Videographer
Requirements Minimum 3 years of experience in video production and photography with good composition Proficiency with editing software such as Adobe...
Health Benefit,Meal Facility,Youth Work Environment"
Videographer,"Videographer
Deskripsi Pekerjajaan : Membuat konsep, melakukan pengambilan video dan/atau foto (shoot) serta meng-edit video /foto yang terkait dengan kepentingan...
nan"
Videographer,"Videographer
Job Responsibilities : Editing and shooting daily video content on social media platforms, such as IG, Tiktok, Youtube Creative Planning, concept and...
nan"
